Source,Target,Type,Id,Label,timeset,Weight
97673870,227089859,Undirected,1096,,,1
97673870,335898091,Undirected,1097,,,1
97673870,467822313,Undirected,1098,,,1
99535897,157945423,Undirected,1110,,,1
99535897,467822313,Undirected,1111,,,1
101326289,103354854,Undirected,1122,,,1
101326289,132535988,Undirected,1123,,,1
101326289,137211660,Undirected,1124,,,1
101326289,138385912,Undirected,1125,,,1
101326289,141201828,Undirected,1126,,,1
101326289,151443934,Undirected,1127,,,1
101326289,335898091,Undirected,1128,,,1
103354854,137211660,Undirected,1143,,,1
103354854,138385912,Undirected,1144,,,1
103354854,141201828,Undirected,1145,,,1
103354854,151443934,Undirected,1146,,,1
103354854,335898091,Undirected,1147,,,1
103505180,105656625,Undirected,1152,,,1
103505180,209543255,Undirected,1153,,,1
105656625,107525704,Undirected,1165,,,1
105656625,112840687,Undirected,1166,,,1
105656625,120215321,Undirected,1167,,,1
105656625,157117061,Undirected,1168,,,1
105656625,174482074,Undirected,1169,,,1
105656625,187173047,Undirected,1170,,,1
105656625,222276427,Undirected,1171,,,1
105656625,227089859,Undirected,1172,,,1
105656625,234107988,Undirected,1173,,,1
105656625,255783283,Undirected,1174,,,1
105656625,297264347,Undirected,1175,,,1
105656625,343057187,Undirected,1176,,,1
105656625,546700624,Undirected,1177,,,1
107525704,112840687,Undirected,1179,,,1
107525704,174482074,Undirected,1180,,,1
107525704,222276427,Undirected,1181,,,1
107525704,234107988,Undirected,1182,,,1
107525704,343057187,Undirected,1183,,,1
107525704,546700624,Undirected,1184,,,1
110543924,200219603,Undirected,1187,,,1
110543924,253520047,Undirected,1188,,,1
112323601,117257470,Undirected,1198,,,1
112840687,157117061,Undirected,1205,,,1
112840687,174482074,Undirected,1206,,,1
112840687,209543255,Undirected,1207,,,1
112840687,546700624,Undirected,1208,,,1
117257470,118572183,Undirected,1232,,,1
117257470,139538492,Undirected,1233,,,1
117257470,154318196,Undirected,1234,,,1
117257470,169281899,Undirected,1235,,,1
117257470,244474708,Undirected,1236,,,1
117257470,253520047,Undirected,1237,,,1
117257470,591276730,Undirected,1238,,,1
118572183,139538492,Undirected,1253,,,1
118572183,154318196,Undirected,1254,,,1
118572183,238700453,Undirected,1255,,,1
118572183,244474708,Undirected,1256,,,1
118572183,253520047,Undirected,1257,,,1
118572183,591276730,Undirected,1258,,,1
120215321,546700624,Undirected,1260,,,1
123135073,169281899,Undirected,1279,,,1
123135073,238700453,Undirected,1280,,,1
123135073,335066620,Undirected,1281,,,1
132535988,138385912,Undirected,1288,,,1
132535988,141201828,Undirected,1289,,,1
132535988,335898091,Undirected,1290,,,1
137211660,137694077,Undirected,1305,,,1
137211660,138385912,Undirected,1306,,,1
137211660,141201828,Undirected,1307,,,1
137211660,151443934,Undirected,1308,,,1
137211660,335898091,Undirected,1309,,,1
138385912,141201828,Undirected,1342,,,1
138385912,146517989,Undirected,1343,,,1
138385912,151443934,Undirected,1344,,,1
138385912,335898091,Undirected,1345,,,1
139023671,169281899,Undirected,1353,,,1
139538492,154318196,Undirected,1362,,,1
139538492,238700453,Undirected,1363,,,1
139538492,244474708,Undirected,1364,,,1
139538492,591276730,Undirected,1365,,,1
141201828,151443934,Undirected,1386,,,1
141201828,227089859,Undirected,1387,,,1
141201828,234107988,Undirected,1388,,,1
141201828,335898091,Undirected,1389,,,1
141201828,546700624,Undirected,1390,,,1
146517989,185242892,Undirected,1393,,,1
154318196,238700453,Undirected,1417,,,1
154318196,244474708,Undirected,1418,,,1
154318196,591276730,Undirected,1419,,,1
157945423,227089859,Undirected,1435,,,1
163604438,238700453,Undirected,1443,,,1
163604438,335066620,Undirected,1444,,,1
169281899,298914898,Undirected,1463,,,1
174482074,234107988,Undirected,1468,,,1
174482074,546700624,Undirected,1469,,,1
190784271,227089859,Undirected,1477,,,1
200219603,253520047,Undirected,1483,,,1
209543255,222276427,Undirected,1487,,,1
209543255,255783283,Undirected,1488,,,1
209543255,546700624,Undirected,1489,,,1
222276427,546700624,Undirected,1494,,,1
227089859,546700624,Undirected,1510,,,1
234107988,255783283,Undirected,1519,,,1
234107988,343057187,Undirected,1520,,,1
234107988,546700624,Undirected,1521,,,1
238700453,244474708,Undirected,1550,,,1
238700453,591276730,Undirected,1551,,,1
244474708,253520047,Undirected,1568,,,1
244474708,591276730,Undirected,1569,,,1
255783283,297264347,Undirected,1588,,,1
255783283,343057187,Undirected,1589,,,1
255783283,546700624,Undirected,1590,,,1
297264347,546700624,Undirected,1594,,,1
298914898,540038266,Undirected,1604,,,1
343057187,546700624,Undirected,1632,,,1
